count,country,day,issue,language,month
1,NL,2018-1-20,deforestation,fr,2018-1
1,NL,2018-1-20,climate change,fr,2018-1
1,US,2018-1-20,subspecies,es,2018-1
4,AU,2018-1-20,extinction,en,2018-1
1,GB,2018-1-20,biodiversity,es,2018-1
1,GB,2018-1-20,ecology,es,2018-1
2,GB,2018-1-20,sustainability,es,2018-1
1,AF,2018-1-20,sustainability,en,2018-1
1,LK,2018-1-20,sustainability,en,2018-1
1,AR,2018-1-20,climate change,en,2018-1
2,IT,2018-1-20,biosphere,en,2018-1
15,IT,2018-1-20,biosphere,es,2018-1
8,IT,2018-1-20,protected area,it,2018-1
1,LY,2018-1-20,sustainability,en,2018-1
1,CN,2018-1-20,biodiversity,es,2018-1
2,AU,2018-1-20,desertification,en,2018-1
2,AU,2018-1-20,deforestation,en,2018-1
1,HU,2018-1-20,ecology,en,2018-1
2,PH,2018-1-20,extinction,en,2018-1
1,PH,2018-1-20,wildlife trade,en,2018-1
2,GB,2018-1-20,ocean acidification,en,2018-1
5,MX,2018-1-20,biosphere,es,2018-1
1,DE,2018-1-20,desertification,fr,2018-1
4,PE,2018-1-20,ecology,es,2018-1
15,AT,2018-1-20,sustainability,de,2018-1
12,IE,2018-1-20,climate change,es,2018-1
1,LI,2018-1-20,ecology,en,2018-1
2,IN,2018-1-20,extinction,en,2018-1
1,VU,2018-1-20,sustainability,en,2018-1
4,US,2018-1-20,endemic species,es,2018-1
2,US,2018-1-20,natural capital,es,2018-1
1,PA,2018-1-20,sustainability,es,2018-1
4,PA,2018-1-20,climate change,es,2018-1
1,DO,2018-1-20,biodiversity,es,2018-1
2,IE,2018-1-20,deforestation,en,2018-1
1,HK,2018-1-20,climate change,en,2018-1
1,US,2018-1-20,habitat destruction,en,2018-1
1,CR,2018-1-20,biodiversity,es,2018-1
1,CR,2018-1-20,ecology,es,2018-1
3,AR,2018-1-20,ecology,es,2018-1
1,HR,2018-1-20,sustainability,en,2018-1
1,PA,2018-1-20,climate change,en,2018-1
1,TV,2018-1-20,biodiversity,es,2018-1
1,TV,2018-1-20,climate change,es,2018-1
1,HK,2018-1-20,sustainability,en,2018-1
2,PH,2018-1-20,biodiversity,en,2018-1
1,PH,2018-1-20,protected area,en,2018-1
1,HN,2018-1-20,biodiversity,es,2018-1
2,US,2018-1-20,ecology,nl,2018-1
1,GY,2018-1-20,sustainability,en,2018-1
1,IT,2018-1-20,deforestation,es,2018-1
2,TR,2018-1-20,extinction,en,2018-1
1,TV,2018-1-20,sustainability,es,2018-1
3,IE,2018-1-20,sustainability,es,2018-1
4,DE,2018-1-20,extinction,ar,2018-1
3,DE,2018-1-20,climate change,ar,2018-1
6,PE,2018-1-20,extinction,es,2018-1
1,AE,2018-1-20,desertification,ar,2018-1
2,AE,2018-1-20,sustainability,ar,2018-1
2,AE,2018-1-20,climate change,ar,2018-1
4,ES,2018-1-20,subspecies,es,2018-1
1,QA,2018-1-20,desertification,ar,2018-1
1,VE,2018-1-20,climate change,es,2018-1
1,FM,2018-1-20,ecology,es,2018-1
1,FM,2018-1-20,sustainability,es,2018-1
1,FM,2018-1-20,climate change,es,2018-1
1,ES,2018-1-20,species diversity,es,2018-1
2,CV,2018-1-20,ecology,pt,2018-1
13,PT,2018-1-20,biodiversity,pt,2018-1
16,PT,2018-1-20,extinction,pt,2018-1
4,US,2018-1-20,endangered species,es,2018-1
15,PE,2018-1-20,climate change,es,2018-1
2,BO,2018-1-20,protected area,es,2018-1
2,DO,2018-1-20,sustainability,es,2018-1
3,DO,2018-1-20,climate change,es,2018-1
2,GT,2018-1-20,extinction,es,2018-1
12,PT,2018-1-20,ecology,pt,2018-1
4,US,2018-1-20,extinction,ar,2018-1
6,ES,2018-1-20,endangered species,es,2018-1
1,CH,2018-1-20,climate change,es,2018-1
3,FR,2018-1-20,extinction,es,2018-1
25,US,2018-1-20,biosphere,es,2018-1
1,GB,2018-1-20,desertification,ar,2018-1
30,IT,2018-1-20,ecology,pt,2018-1
8,DE,2018-1-20,extinction,es,2018-1
4,PT,2018-1-20,protected area,es,2018-1
4,IR,2018-1-20,extinction,ar,2018-1
1,IR,2018-1-20,keystone species,fa,2018-1
7,MX,2018-1-20,ecology,es,2018-1
1,IE,2018-1-20,ecology,es,2018-1
3,PY,2018-1-20,sustainability,es,2018-1
2,PE,2018-1-20,sustainability,es,2018-1
3,AR,2018-1-20,sustainability,es,2018-1
9,AR,2018-1-20,extinction,es,2018-1
30,PT,2018-1-20,sustainability,pt,2018-1
6,AR,2018-1-20,protected area,es,2018-1
48,BR,2018-1-20,deforestation,pt,2018-1
12,BR,2018-1-20,ecology,pt,2018-1
1,ES,2018-1-20,desertification,es,2018-1
2,PL,2018-1-20,ecology,pt,2018-1
1,GB,2018-1-20,extinction,es,2018-1
1,RU,2018-1-20,extinction,es,2018-1
1,HN,2018-1-20,sustainability,es,2018-1
2,TV,2018-1-20,extinction,ar,2018-1
4,BR,2018-1-20,protected area,es,2018-1
1,GB,2018-1-20,climate change,es,2018-1
28,BR,2018-1-20,biodiversity,es,2018-1
28,BR,2018-1-20,biodiversity,pt,2018-1
2,MX,2018-1-20,ecology,pt,2018-1
1,CL,2018-1-20,sustainability,es,2018-1
2,FR,2018-1-20,extinction,ar,2018-1
2,NI,2018-1-20,protected area,es,2018-1
2,CL,2018-1-20,extinction,es,2018-1
2,AR,2018-1-20,ecology,pt,2018-1
1,AM,2018-1-20,ecology,es,2018-1
2,ES,2018-1-20,ecology,pt,2018-1
1,US,2018-1-20,biodiversity,ar,2018-1
1,CO,2018-1-20,sustainability,es,2018-1
2,IE,2018-1-20,ecology,pt,2018-1
2,GB,2018-1-20,extinction,ar,2018-1
1,IE,2018-1-20,extinction,es,2018-1
1,CU,2018-1-20,ecology,es,2018-1
1,AR,2018-1-20,desertification,es,2018-1
2,CN,2018-1-20,climate change,es,2018-1
1,CN,2018-1-20,extinction,es,2018-1
1,VE,2018-1-20,sustainability,es,2018-1
1,GT,2018-1-20,sustainability,es,2018-1
5,FR,2018-1-20,biosphere,es,2018-1
1,TV,2018-1-20,extinction,es,2018-1
1,CN,2018-1-20,ecology,es,2018-1
2,FR,2018-1-20,protected area,es,2018-1
1,VE,2018-1-20,extinction,es,2018-1
1,CO,2018-1-20,extinction,es,2018-1
10,KR,2018-1-20,extinction,ko,2018-1
1,QA,2018-1-20,climate change,ar,2018-1
28,BR,2018-1-20,extinction,pt,2018-1
1,KR,2018-1-20,climate change,ko,2018-1
5,US,2018-1-20,climate change,ar,2018-1
65,BR,2018-1-20,sustainability,pt,2018-1
1,PT,2018-1-20,desertification,pt,2018-1
8,US,2018-1-20,deforestation,pt,2018-1
4,FR,2018-1-20,climate change,ar,2018-1
5,US,2018-1-20,extinction,pt,2018-1
1,GB,2018-1-20,climate change,ar,2018-1
1,DE,2018-1-20,extinction,pt,2018-1
2,AO,2018-1-20,biodiversity,es,2018-1
2,AO,2018-1-20,biodiversity,pt,2018-1
1,US,2018-1-20,species diversity,pt,2018-1
1,PT,2018-1-20,deforestation,pt,2018-1
1,AO,2018-1-20,extinction,pt,2018-1
1,KR,2018-1-20,sustainability,ko,2018-1
1,MA,2018-1-20,climate change,ar,2018-1
1,SD,2018-1-20,climate change,ar,2018-1
5,US,2018-1-20,biodiversity,pt,2018-1
1,US,2018-1-20,subspecies,ar,2018-1
1,US,2018-1-20,desertification,pt,2018-1
1,AO,2018-1-20,deforestation,pt,2018-1
1,RU,2018-1-20,biodiversity,pt,2018-1
1,CH,2018-1-20,extinction,pt,2018-1
8,US,2018-1-20,sustainability,pt,2018-1
2,US,2018-1-20,biodiversity,tr,2018-1
9,TR,2018-1-20,biodiversity,tr,2018-1
1,DE,2018-1-20,biodiversity,tr,2018-1
12,TR,2018-1-20,ecology,tr,2018-1
2,DE,2018-1-20,ecology,tr,2018-1
15,TR,2018-1-20,desertification,tr,2018-1
1,DE,2018-1-20,desertification,tr,2018-1
3,PT,2018-1-20,climate change,pt,2018-1
1,TR,2018-1-20,endemic species,tr,2018-1
1,TR,2018-1-20,invasive species,tr,2018-1
2,ES,2018-1-20,sustainability,pt,2018-1
4,TH,2018-1-20,sustainability,th,2018-1
1,TL,2018-1-20,sustainability,pt,2018-1
1,AO,2018-1-20,sustainability,pt,2018-1
2,GB,2018-1-20,ecology,tr,2018-1
42,TR,2018-1-20,climate change,tr,2018-1
8,US,2018-1-20,ecology,in,2018-1
1,PA,2018-1-20,biodiversity,fr,2018-1
14,ID,2018-1-20,ecology,in,2018-1
8,FR,2018-1-20,ecology,nl,2018-1
9,US,2018-1-20,climate change,tr,2018-1
2,BE,2018-1-20,sustainability,fr,2018-1
1,US,2018-1-20,ocean acidification,fr,2018-1
3,US,2018-1-20,sustainability,fr,2018-1
19,TR,2018-1-20,sustainability,tr,2018-1
2,FR,2018-1-20,protected area,fr,2018-1
2,CH,2018-1-20,ecology,nl,2018-1
2,TV,2018-1-20,ecology,nl,2018-1
1,DE,2018-1-20,sustainability,tr,2018-1
6,RS,2018-1-20,ecology,nl,2018-1
2,DE,2018-1-20,climate change,tr,2018-1
5,ID,2018-1-20,biodiversity,in,2018-1
1,DE,2018-1-20,sustainability,fr,2018-1
1,DE,2018-1-20,biodiversity,fr,2018-1
1,FR,2018-1-20,endangered species,fr,2018-1
5,CA,2018-1-20,climate change,fr,2018-1
2,IT,2018-1-20,climate change,fr,2018-1
2,NU,2018-1-20,ecology,nl,2018-1
1,US,2018-1-20,biodiversity,in,2018-1
2,DE,2018-1-20,climate change,fr,2018-1
2,BE,2018-1-20,ecology,nl,2018-1
3,FR,2018-1-20,subspecies,fr,2018-1
1,ML,2018-1-20,climate change,fr,2018-1
1,FR,2018-1-20,natural capital,fr,2018-1
1,CA,2018-1-20,biodiversity,fr,2018-1
1,CA,2018-1-20,protected area,fr,2018-1
1,FR,2018-1-20,ocean acidification,fr,2018-1
2,CH,2018-1-20,sustainability,fr,2018-1
2,CH,2018-1-20,biodiversity,de,2018-1
1,IT,2018-1-20,ecology,fr,2018-1
1,DE,2018-1-20,endangered species,fr,2018-1
2,DE,2018-1-20,ecology,nl,2018-1
2,RO,2018-1-20,ecology,nl,2018-1
3,RE,2018-1-20,climate change,fr,2018-1
1,RE,2018-1-20,ocean acidification,fr,2018-1
1,NL,2018-1-20,climate change,tr,2018-1
1,GB,2018-1-20,climate change,tr,2018-1
1,GB,2018-1-20,climate change,fr,2018-1
2,MY,2018-1-20,ecology,in,2018-1
1,US,2018-1-20,deforestation,in,2018-1
2,GB,2018-1-20,ecology,nl,2018-1
2,GB,2018-1-20,ecology,in,2018-1
2,NL,2018-1-20,ecology,nl,2018-1
80,NL,2018-1-20,sustainability,nl,2018-1
1,BG,2018-1-20,climate change,fr,2018-1
7,ID,2018-1-20,extinction,in,2018-1
1,PH,2018-1-20,sustainability,tl,2018-1
1,CO,2018-1-20,extinction,in,2018-1
1,CO,2018-1-20,sustainability,in,2018-1
4,US,2018-1-20,climate change,in,2018-1
6,RU,2018-1-20,biodiversity,ru,2018-1
1,ES,2018-1-20,biodiversity,ru,2018-1
1,ID,2018-1-20,endangered species,in,2018-1
1,ID,2018-1-20,protected area,in,2018-1
1,US,2018-1-20,endangered species,in,2018-1
1,RU,2018-1-20,biosphere,ru,2018-1
1,US,2018-1-20,sustainability,in,2018-1
2,PH,2018-1-20,climate change,tl,2018-1
1,CO,2018-1-20,climate change,in,2018-1
63,RU,2018-1-20,ecology,ru,2018-1
48,RU,2018-1-20,sustainability,ru,2018-1
8,RU,2018-1-20,subspecies,ru,2018-1
5,KZ,2018-1-20,sustainability,ru,2018-1
2,TJ,2018-1-20,climate change,ru,2018-1
10,UA,2018-1-20,sustainability,ru,2018-1
8,US,2018-1-20,sustainability,it,2018-1
1,US,2018-1-20,ecology,ru,2018-1
2,US,2018-1-20,sustainability,ru,2018-1
3,DE,2018-1-20,sustainability,ru,2018-1
1,BY,2018-1-20,ecology,ru,2018-1
2,US,2018-1-20,climate change,it,2018-1
1,BY,2018-1-20,sustainability,ru,2018-1
2,IT,2018-1-20,habitat fragmentation,it,2018-1
1,CN,2018-1-20,sustainability,ru,2018-1
1,BY,2018-1-20,climate change,ru,2018-1
1,UA,2018-1-20,subspecies,ru,2018-1
1,RU,2018-1-20,keystone species,ru,2018-1
4,IT,2018-1-20,desertification,it,2018-1
1,CR,2018-1-20,sustainability,ru,2018-1
11,VE,2018-1-20,sustainability,it,2018-1
1,LV,2018-1-20,sustainability,ru,2018-1
1,TV,2018-1-20,sustainability,it,2018-1
1,KZ,2018-1-20,ecology,ru,2018-1
1,NL,2018-1-20,sustainability,ru,2018-1
1,RU,2018-1-20,extinction,ru,2018-1
1,FI,2018-1-20,ecology,ru,2018-1
4,US,2018-1-20,biodiversity,it,2018-1
1,DE,2018-1-20,ecology,ru,2018-1
1,US,2018-1-20,climate change,ru,2018-1
1,BZ,2018-1-20,sustainability,ru,2018-1
1,BZ,2018-1-20,ecology,ru,2018-1
1,FI,2018-1-20,climate change,ru,2018-1
1,BY,2018-1-20,extinction,ru,2018-1
3,RU,2018-1-20,climate change,ru,2018-1
1,EE,2018-1-20,sustainability,ru,2018-1
1,BG,2018-1-20,extinction,it,2018-1
1,IE,2018-1-20,biodiversity,it,2018-1
1,IE,2018-1-20,sustainability,it,2018-1
1,DE,2018-1-20,sustainability,it,2018-1
1,US,2018-1-20,extinction,it,2018-1
1,AZ,2018-1-20,sustainability,ru,2018-1
2,IT,2018-1-20,natural capital,it,2018-1
1,FR,2018-1-20,extinction,it,2018-1
1,UA,2018-1-20,ecology,ru,2018-1
1,IT,2018-1-20,deforestation,it,2018-1
1,DE,2018-1-20,extinction,it,2018-1
29,DE,2018-1-20,species diversity,de,2018-1
1,SG,2018-1-20,climate change,hi,2018-1
8,CH,2018-1-20,deforestation,de,2018-1
31,DE,2018-1-20,ecology,de,2018-1
1,US,2018-1-20,sustainability,hi,2018-1
5,AT,2018-1-20,deforestation,de,2018-1
1,SG,2018-1-20,protected area,hi,2018-1
8,AT,2018-1-20,ecology,de,2018-1
2,AT,2018-1-20,species diversity,de,2018-1
1,SG,2018-1-20,extinction,hi,2018-1
2,SG,2018-1-20,desertification,hi,2018-1
25,DE,2018-1-20,biosphere,de,2018-1
19,DE,2018-1-20,extinction,de,2018-1
1,IN,2018-1-20,sustainability,hi,2018-1
2,CH,2018-1-20,ecology,de,2018-1
1,CH,2018-1-20,species diversity,de,2018-1
7,CH,2018-1-20,sustainability,de,2018-1
1,LU,2018-1-20,ecology,de,2018-1
1,IN,2018-1-20,desertification,hi,2018-1
4,AT,2018-1-20,extinction,de,2018-1
4,SE,2018-1-20,ecology,in,2018-1
1,SE,2018-1-20,natural capital,de,2018-1
2,SE,2018-1-20,natural capital,sv,2018-1
13,SE,2018-1-20,climate change,sv,2018-1
1,LU,2018-1-20,deforestation,de,2018-1
1,LU,2018-1-20,species diversity,de,2018-1
1,LI,2018-1-20,deforestation,de,2018-1
1,NA,2018-1-20,extinction,de,2018-1
1,US,2018-1-20,biodiversity,hi,2018-1
1,CH,2018-1-20,extinction,de,2018-1
1,DE,2018-1-20,climate change,hi,2018-1
1,US,2018-1-20,climate change,hi,2018-1
1,DE,2018-1-20,subspecies,de,2018-1
14,CN,2018-1-20,ecology,zh,2018-1
4,CN,2018-1-20,climate change,zh,2018-1
1,CN,2018-1-20,protected area,zh,2018-1
1,TV,2018-1-20,ecology,zh,2018-1
1,NZ,2018-1-20,sustainability,de,2018-1
1,TV,2018-1-20,biodiversity,zh,2018-1
1,TW,2018-1-20,ecology,zh,2018-1
1,TW,2018-1-20,ecology,zh_t,2018-1
1,GB,2018-1-20,sustainability,de,2018-1
3,NL,2018-1-20,biodiversity,nl,2018-1
4,NL,2018-1-20,ecology,in,2018-1
6,NL,2018-1-20,ecology,pl,2018-1
19,NL,2018-1-20,climate change,nl,2018-1
1,NL,2018-1-20,desertification,nl,2018-1
3,BE,2018-1-20,sustainability,nl,2018-1
1,IN,2018-1-20,sustainability,nl,2018-1
2,PL,2018-1-20,biodiversity,pl,2018-1
1,NL,2018-1-20,deforestation,nl,2018-1
11,BE,2018-1-20,climate change,nl,2018-1
1,PL,2018-1-20,deforestation,pl,2018-1
4,BE,2018-1-20,biodiversity,nl,2018-1
1,BE,2018-1-20,desertification,nl,2018-1
8,PL,2018-1-20,ecology,in,2018-1
3,PL,2018-1-20,ecology,pl,2018-1
1,GB,2018-1-20,climate change,nl,2018-1
1,GB,2018-1-20,deforestation,nl,2018-1
1,US,2018-1-20,sustainability,nl,2018-1
1,US,2018-1-20,climate change,nl,2018-1
5,PL,2018-1-20,sustainability,pl,2018-1
1,PL,2018-1-20,climate change,pl,2018-1
1,US,2018-1-20,deforestation,ur,2018-1
1,IR,2018-1-20,protected area,fa,2018-1
1,DE,2018-1-20,deforestation,ur,2018-1
3,PK,2018-1-20,deforestation,ur,2018-1
1,PK,2018-1-20,ecology,ur,2018-1
2,DE,2018-1-20,sustainability,ur,2018-1
8,GR,2018-1-20,extinction,el,2018-1
1,GR,2018-1-20,climate change,el,2018-1
7,GR,2018-1-20,sustainability,el,2018-1
11,IR,2018-1-20,sustainability,ur,2018-1
8,PK,2018-1-20,sustainability,ur,2018-1
2,GR,2018-1-20,protected area,el,2018-1
1,NL,2018-1-20,sustainability,el,2018-1
1,TV,2018-1-20,sustainability,ur,2018-1
2,US,2018-1-20,extinction,el,2018-1
1,GR,2018-1-20,desertification,el,2018-1
1,GR,2018-1-20,keystone species,el,2018-1
2,GB,2018-1-20,sustainability,ur,2018-1
1,CY,2018-1-20,sustainability,el,2018-1
1,FR,2018-1-20,extinction,el,2018-1
2,US,2018-1-20,sustainability,el,2018-1
1,PK,2018-1-20,protected area,ur,2018-1
1,US,2018-1-20,sustainability,ur,2018-1
1,FR,2018-1-20,sustainability,ur,2018-1
1,US,2018-1-20,climate change,el,2018-1
1,NL,2018-1-20,extinction,el,2018-1
1,NL,2018-1-20,sustainability,ur,2018-1
2,SE,2018-1-20,extinction,sv,2018-1
1,IN,2018-1-20,ecology,ta,2018-1
1,NU,2018-1-20,sustainability,sv,2018-1
1,SE,2018-1-20,biodiversity,da,2018-1
2,NU,2018-1-20,ecology,in,2018-1
1,NU,2018-1-20,subspecies,sv,2018-1
1,NU,2018-1-20,subspecies,da,2018-1
2,FI,2018-1-20,sustainability,fi,2018-1
4,FI,2018-1-20,climate change,fi,2018-1
1,FI,2018-1-20,subspecies,fi,2018-1
3,DK,2018-1-20,ecology,da,2018-1
4,DK,2018-1-20,sustainability,da,2018-1
3,CZ,2018-1-20,extinction,cs,2018-1
1,CZ,2018-1-20,endangered species,cs,2018-1
8,CZ,2018-1-20,ecology,in,2018-1
4,CZ,2018-1-20,ecology,cs,2018-1
3,RO,2018-1-20,sustainability,ro,2018-1
1,SK,2018-1-20,extinction,cs,2018-1
1,RU,2018-1-20,extinction,cs,2018-1
2,RU,2018-1-20,ecology,in,2018-1
1,RU,2018-1-20,ecology,cs,2018-1
1,DK,2018-1-20,protected area,da,2018-1
1,RO,2018-1-20,climate change,ro,2018-1
2,CZ,2018-1-20,sustainability,cs,2018-1
2,SK,2018-1-20,subspecies,cs,2018-1
1,ES,2018-1-20,extinction,eu,2018-1
5,MX,2018-1-21,biodiversity,es,2018-1
18,MX,2018-1-21,climate change,es,2018-1
14,US,2018-1-21,biosphere,en,2018-1
410,US,2018-1-21,climate change,en,2018-1
2,AR,2018-1-21,biodiversity,es,2018-1
66,US,2018-1-21,biodiversity,en,2018-1
22,US,2018-1-21,deforestation,en,2018-1
157,US,2018-1-21,sustainability,en,2018-1
15,GB,2018-1-21,endangered species,en,2018-1
19,AE,2018-1-21,sustainability,en,2018-1
143,US,2018-1-21,endangered species,en,2018-1
2,PA,2018-1-21,biodiversity,es,2018-1
2,PA,2018-1-21,extinction,es,2018-1
48,US,2018-1-21,ecology,en,2018-1
10,CA,2018-1-21,sustainability,en,2018-1
28,GB,2018-1-21,climate change,en,2018-1
2,IT,2018-1-21,extinction,en,2018-1
2,NL,2018-1-21,ecology,en,2018-1
4,NL,2018-1-21,sustainability,en,2018-1
4,AU,2018-1-21,sustainability,en,2018-1
1,RO,2018-1-21,climate change,en,2018-1
8,US,2018-1-21,protected area,en,2018-1
4,ID,2018-1-21,sustainability,en,2018-1
1,PA,2018-1-21,deforestation,es,2018-1
8,AE,2018-1-21,climate change,en,2018-1
2,VE,2018-1-21,deforestation,es,2018-1
2,GB,2018-1-21,desertification,en,2018-1
3,CU,2018-1-21,biodiversity,es,2018-1
1,CU,2018-1-21,ecology,es,2018-1
1,AZ,2018-1-21,climate change,en,2018-1
16,AU,2018-1-21,biodiversity,en,2018-1
20,AU,2018-1-21,climate change,en,2018-1
154,US,2018-1-21,extinction,en,2018-1
1,PH,2018-1-21,sustainability,en,2018-1
1,NZ,2018-1-21,ecology,en,2018-1
1,NO,2018-1-21,sustainability,en,2018-1
18,CO,2018-1-21,biodiversity,es,2018-1
1,CO,2018-1-21,species diversity,es,2018-1
7,VN,2018-1-21,sustainability,en,2018-1
17,VN,2018-1-21,climate change,en,2018-1
19,ES,2018-1-21,biodiversity,es,2018-1
12,ES,2018-1-21,ecology,es,2018-1
1,CA,2018-1-21,invasive species,en,2018-1
22,IN,2018-1-21,climate change,en,2018-1
8,DE,2018-1-21,sustainability,en,2018-1
28,US,2018-1-21,biodiversity,es,2018-1
33,US,2018-1-21,extinction,es,2018-1
63,US,2018-1-21,climate change,es,2018-1
1,US,2018-1-21,genetic diversity,en,2018-1
2,CN,2018-1-21,biodiversity,en,2018-1
9,US,2018-1-21,deforestation,es,2018-1
1,NZ,2018-1-21,sustainability,en,2018-1
2,BO,2018-1-21,deforestation,es,2018-1
8,CA,2018-1-21,biodiversity,en,2018-1
1,IN,2018-1-21,endangered species,en,2018-1
4,IN,2018-1-21,extinction,en,2018-1
5,IE,2018-1-21,climate change,en,2018-1
2,TV,2018-1-21,climate change,en,2018-1
2,AR,2018-1-21,desertification,es,2018-1
1,ID,2018-1-21,ecology,en,2018-1
8,ID,2018-1-21,ecology,in,2018-1
2,PH,2018-1-21,desertification,en,2018-1
5,PH,2018-1-21,climate change,en,2018-1
2,UA,2018-1-21,ecology,en,2018-1
11,DE,2018-1-21,climate change,en,2018-1
4,FR,2018-1-21,ecology,en,2018-1
14,FR,2018-1-21,biodiversity,fr,2018-1
28,FR,2018-1-21,ecology,nl,2018-1
11,IN,2018-1-21,sustainability,en,2018-1
1,PE,2018-1-21,ecology,en,2018-1
17,CA,2018-1-21,climate change,en,2018-1
7,CA,2018-1-21,ecology,en,2018-1
1,TV,2018-1-21,biodiversity,es,2018-1
1,TV,2018-1-21,climate change,es,2018-1
1,FR,2018-1-21,wildlife trade,en,2018-1
14,GB,2018-1-21,extinction,en,2018-1
1,PK,2018-1-21,sustainability,en,2018-1
5,AU,2018-1-21,endangered species,en,2018-1
8,US,2018-1-21,desertification,en,2018-1
73,ES,2018-1-21,extinction,es,2018-1
18,US,2018-1-21,wildlife trade,en,2018-1
12,FR,2018-1-21,extinction,en,2018-1
3,MY,2018-1-21,climate change,en,2018-1
1,SE,2018-1-21,sustainability,en,2018-1
12,SE,2018-1-21,sustainability,sv,2018-1
6,ZA,2018-1-21,biodiversity,en,2018-1
12,US,2018-1-21,ecology,es,2018-1
3,US,2018-1-21,endangered species,es,2018-1
10,GB,2018-1-21,biodiversity,en,2018-1
3,TH,2018-1-21,endangered species,en,2018-1
1,ID,2018-1-21,climate change,en,2018-1
10,ID,2018-1-21,climate change,in,2018-1
5,MX,2018-1-21,ecology,es,2018-1
2,NG,2018-1-21,desertification,en,2018-1
19,GB,2018-1-21,sustainability,en,2018-1
4,CA,2018-1-21,endangered species,en,2018-1
1,CA,2018-1-21,wildlife trade,en,2018-1
1,PK,2018-1-21,climate change,en,2018-1
1,MT,2018-1-21,natural capital,en,2018-1
2,MX,2018-1-21,deforestation,es,2018-1
2,KR,2018-1-21,wildlife trade,en,2018-1
1,KR,2018-1-21,endangered species,en,2018-1
2,MY,2018-1-21,endangered species,en,2018-1
4,FR,2018-1-21,biodiversity,en,2018-1
1,AE,2018-1-21,endangered species,en,2018-1
16,ZA,2018-1-21,sustainability,en,2018-1
4,FR,2018-1-21,desertification,fr,2018-1
3,ID,2018-1-21,sustainability,in,2018-1
1,VN,2018-1-21,endangered species,en,2018-1
3,GB,2018-1-21,ecology,en,2018-1
3,CL,2018-1-21,biodiversity,es,2018-1
6,SG,2018-1-21,climate change,en,2018-1
1,DE,2018-1-21,climate change,fr,2018-1
1,AU,2018-1-21,protected area,en,2018-1
1,TV,2018-1-21,endangered species,en,2018-1
65,ES,2018-1-21,biosphere,es,2018-1
76,ES,2018-1-21,sustainability,es,2018-1
1,CL,2018-1-21,ecology,es,2018-1
2,CA,2018-1-21,biodiversity,es,2018-1
1,CA,2018-1-21,ecology,es,2018-1
4,GB,2018-1-21,deforestation,en,2018-1
2,SA,2018-1-21,extinction,en,2018-1
2,SG,2018-1-21,ecology,en,2018-1
6,IN,2018-1-21,biodiversity,en,2018-1
4,IE,2018-1-21,sustainability,en,2018-1
1,US,2018-1-21,ecology,zh_t,2018-1
1,US,2018-1-21,extinction,zh_t,2018-1
1,US,2018-1-21,climate change,zh_t,2018-1
2,AE,2018-1-21,biodiversity,en,2018-1
1,AE,2018-1-21,protected area,en,2018-1
2,IE,2018-1-21,endangered species,en,2018-1
1,VN,2018-1-21,ecology,en,2018-1
4,VN,2018-1-21,deforestation,en,2018-1
23,US,2018-1-21,invasive species,en,2018-1
20,US,2018-1-21,sustainability,es,2018-1
2,IT,2018-1-21,sustainability,en,2018-1
30,IT,2018-1-21,sustainability,it,2018-1
4,ES,2018-1-21,deforestation,es,2018-1
1,DE,2018-1-21,desertification,fr,2018-1
1,DE,2018-1-21,natural capital,fr,2018-1
1,ES,2018-1-21,species diversity,es,2018-1
2,UY,2018-1-21,biodiversity,es,2018-1
2,TW,2018-1-21,sustainability,en,2018-1
2,SG,2018-1-21,sustainability,en,2018-1
13,FR,2018-1-21,ecology,fr,2018-1
4,GB,2018-1-21,biosphere,en,2018-1
8,ZA,2018-1-21,climate change,en,2018-1
2,NL,2018-1-21,climate change,en,2018-1
2,AU,2018-1-21,desertification,en,2018-1
1,ZW,2018-1-21,sustainability,en,2018-1
8,NL,2018-1-21,extinction,en,2018-1
2,MY,2018-1-21,deforestation,en,2018-1
2,PG,2018-1-21,biodiversity,en,2018-1
1,PG,2018-1-21,climate change,en,2018-1
4,IN,2018-1-21,ecology,en,2018-1
19,PL,2018-1-21,sustainability,en,2018-1
14,PL,2018-1-21,climate change,en,2018-1
4,ZA,2018-1-21,extinction,en,2018-1
1,TR,2018-1-21,climate change,en,2018-1
2,ZA,2018-1-21,endangered species,en,2018-1
8,PE,2018-1-21,deforestation,es,2018-1
1,FR,2018-1-21,biosphere,fr,2018-1
1,PY,2018-1-21,deforestation,es,2018-1
5,PE,2018-1-21,biodiversity,es,2018-1
2,HR,2018-1-21,biodiversity,en,2018-1
2,HR,2018-1-21,climate change,en,2018-1
1,HR,2018-1-21,sustainability,en,2018-1
4,OM,2018-1-21,biodiversity,en,2018-1
1,OM,2018-1-21,climate change,en,2018-1
1,FR,2018-1-21,ocean acidification,en,2018-1
1,FR,2018-1-21,climate change,en,2018-1
1,FR,2018-1-21,endangered species,en,2018-1
1,FR,2018-1-21,biodiversity,es,2018-1
1,FR,2018-1-21,deforestation,es,2018-1
6,AU,2018-1-21,extinction,en,2018-1
1,FR,2018-1-21,genetic diversity,en,2018-1
1,CA,2018-1-21,protected area,en,2018-1
1,GB,2018-1-21,subspecies,en,2018-1
1,DE,2018-1-21,ecology,en,2018-1
11,PL,2018-1-21,ecology,en,2018-1
1,SA,2018-1-21,climate change,en,2018-1
