count,country,day,issue,language,month
14,CO,2017-11-8,extinction,es,2017-11
5,PT,2017-11-8,biosphere,es,2017-11
39,BR,2017-11-8,biodiversity,es,2017-11
39,BR,2017-11-8,biodiversity,pt,2017-11
5,PE,2017-11-8,biosphere,es,2017-11
1,PE,2017-11-8,sustainability,es,2017-11
1,PR,2017-11-8,climate change,es,2017-11
2,HN,2017-11-8,climate change,es,2017-11
1,TV,2017-11-8,climate change,es,2017-11
5,PA,2017-11-8,biosphere,es,2017-11
1,PT,2017-11-8,extinction,es,2017-11
1,SV,2017-11-8,sustainability,es,2017-11
1,IL,2017-11-8,climate change,es,2017-11
1,BO,2017-11-8,subspecies,es,2017-11
3,ES,2017-11-8,sustainability,pt,2017-11
1,ES,2017-11-8,endemic species,es,2017-11
1,ES,2017-11-8,subspecies,es,2017-11
2,VE,2017-11-8,climate change,es,2017-11
5,DE,2017-11-8,biosphere,es,2017-11
1,DE,2017-11-8,ecology,es,2017-11
1,SV,2017-11-8,climate change,es,2017-11
1,IT,2017-11-8,extinction,es,2017-11
1,NL,2017-11-8,extinction,es,2017-11
1,AR,2017-11-8,endangered species,es,2017-11
5,BR,2017-11-8,biosphere,es,2017-11
5,IE,2017-11-8,biosphere,es,2017-11
1,BR,2017-11-8,sustainability,es,2017-11
1,UY,2017-11-8,climate change,es,2017-11
4,PT,2017-11-8,ecology,pt,2017-11
1,NI,2017-11-8,extinction,es,2017-11
1,CA,2017-11-8,sustainability,es,2017-11
1,VE,2017-11-8,sustainability,es,2017-11
2,RU,2017-11-8,ecology,pt,2017-11
1,RU,2017-11-8,sustainability,it,2017-11
2,DE,2017-11-8,ecology,pt,2017-11
1,TV,2017-11-8,extinction,es,2017-11
2,RO,2017-11-8,ecology,pt,2017-11
1,BE,2017-11-8,climate change,es,2017-11
8,BE,2017-11-8,climate change,nl,2017-11
2,PT,2017-11-8,protected area,es,2017-11
1,NL,2017-11-8,climate change,es,2017-11
3,KR,2017-11-8,sustainability,ko,2017-11
2,PT,2017-11-8,desertification,pt,2017-11
28,BR,2017-11-8,deforestation,pt,2017-11
6,KR,2017-11-8,desertification,ko,2017-11
3,KR,2017-11-8,extinction,ko,2017-11
6,FR,2017-11-8,climate change,ar,2017-11
13,PT,2017-11-8,extinction,pt,2017-11
2,KS,2017-11-8,extinction,ko,2017-11
38,PT,2017-11-8,sustainability,pt,2017-11
1,YE,2017-11-8,climate change,ar,2017-11
1,KR,2017-11-8,biosphere,ko,2017-11
2,ES,2017-11-8,biodiversity,pt,2017-11
1,KS,2017-11-8,desertification,ko,2017-11
3,US,2017-11-8,extinction,pt,2017-11
3,PT,2017-11-8,biodiversity,pt,2017-11
2,US,2017-11-8,deforestation,pt,2017-11
1,AO,2017-11-8,biodiversity,es,2017-11
1,AO,2017-11-8,biodiversity,pt,2017-11
4,AO,2017-11-8,sustainability,pt,2017-11
3,BR,2017-11-8,species diversity,pt,2017-11
1,US,2017-11-8,biodiversity,pt,2017-11
1,MA,2017-11-8,climate change,ar,2017-11
3,EG,2017-11-8,climate change,ar,2017-11
2,BR,2017-11-8,climate change,pt,2017-11
1,IE,2017-11-8,sustainability,ar,2017-11
1,IE,2017-11-8,climate change,ar,2017-11
1,US,2017-11-8,climate change,ko,2017-11
1,DE,2017-11-8,biodiversity,pt,2017-11
1,KR,2017-11-8,climate change,ko,2017-11
1,DE,2017-11-8,climate change,ar,2017-11
1,NL,2017-11-8,climate change,ar,2017-11
1,CA,2017-11-8,ocean acidification,ar,2017-11
1,CA,2017-11-8,climate change,ar,2017-11
1,TV,2017-11-8,climate change,ar,2017-11
1,US,2017-11-8,desertification,th,2017-11
4,GB,2017-11-8,ecology,tr,2017-11
1,BR,2017-11-8,ocean acidification,pt,2017-11
1,IL,2017-11-8,sustainability,pt,2017-11
8,US,2017-11-8,sustainability,pt,2017-11
22,TR,2017-11-8,ecology,tr,2017-11
2,UA,2017-11-8,ecology,tr,2017-11
8,PT,2017-11-8,climate change,pt,2017-11
2,FR,2017-11-8,sustainability,pt,2017-11
6,AZ,2017-11-8,ecology,tr,2017-11
1,DE,2017-11-8,sustainability,pt,2017-11
1,TH,2017-11-8,climate change,th,2017-11
57,TR,2017-11-8,climate change,tr,2017-11
1,CA,2017-11-8,sustainability,pt,2017-11
1,CA,2017-11-8,ocean acidification,fr,2017-11
2,CA,2017-11-8,climate change,fr,2017-11
15,US,2017-11-8,climate change,tr,2017-11
2,SE,2017-11-8,climate change,fr,2017-11
40,FR,2017-11-8,ecology,nl,2017-11
4,DE,2017-11-8,climate change,fr,2017-11
2,CO,2017-11-8,ecology,in,2017-11
26,TR,2017-11-8,sustainability,tr,2017-11
1,SG,2017-11-8,climate change,tr,2017-11
11,CH,2017-11-8,sustainability,fr,2017-11
21,FR,2017-11-8,sustainability,fr,2017-11
2,ID,2017-11-8,biodiversity,in,2017-11
6,US,2017-11-8,sustainability,tr,2017-11
4,BE,2017-11-8,sustainability,fr,2017-11
16,ID,2017-11-8,climate change,in,2017-11
10,DE,2017-11-8,climate change,tr,2017-11
1,CH,2017-11-8,ecology,fr,2017-11
1,US,2017-11-8,protected area,fr,2017-11
6,US,2017-11-8,ecology,in,2017-11
3,FR,2017-11-8,ocean acidification,fr,2017-11
14,BE,2017-11-8,ecology,nl,2017-11
11,BE,2017-11-8,sustainability,nl,2017-11
1,LT,2017-11-8,climate change,fr,2017-11
7,US,2017-11-8,climate change,fr,2017-11
1,FR,2017-11-8,endemic species,fr,2017-11
2,DE,2017-11-8,biodiversity,fr,2017-11
5,DE,2017-11-8,ecology,fr,2017-11
1,RU,2017-11-8,climate change,tr,2017-11
3,FR,2017-11-8,endangered species,fr,2017-11
1,DE,2017-11-8,sustainability,fr,2017-11
6,TR,2017-11-8,wildlife trade,tr,2017-11
2,US,2017-11-8,ecology,tr,2017-11
1,GB,2017-11-8,biodiversity,fr,2017-11
2,DE,2017-11-8,sustainability,tr,2017-11
6,US,2017-11-8,sustainability,fr,2017-11
1,CA,2017-11-8,biodiversity,fr,2017-11
1,US,2017-11-8,wildlife trade,tr,2017-11
1,DE,2017-11-8,wildlife trade,tr,2017-11
3,CA,2017-11-8,sustainability,fr,2017-11
1,US,2017-11-8,natural capital,fr,2017-11
5,LU,2017-11-8,climate change,fr,2017-11
2,CD,2017-11-8,climate change,fr,2017-11
2,SN,2017-11-8,climate change,fr,2017-11
18,CH,2017-11-8,ecology,nl,2017-11
1,US,2017-11-8,biodiversity,in,2017-11
2,LU,2017-11-8,sustainability,fr,2017-11
1,IT,2017-11-8,ecology,fr,2017-11
1,IT,2017-11-8,climate change,fr,2017-11
1,RU,2017-11-8,climate change,fr,2017-11
2,CA,2017-11-8,ecology,fr,2017-11
1,GB,2017-11-8,ecology,fr,2017-11
1,SE,2017-11-8,sustainability,fr,2017-11
2,CD,2017-11-8,ecology,nl,2017-11
1,MC,2017-11-8,climate change,fr,2017-11
1,MA,2017-11-8,sustainability,fr,2017-11
2,SN,2017-11-8,ecology,nl,2017-11
1,PF,2017-11-8,climate change,fr,2017-11
1,FR,2017-11-8,climate change,tr,2017-11
10,NL,2017-11-8,biodiversity,nl,2017-11
4,NL,2017-11-8,ecology,nl,2017-11
2,BG,2017-11-8,climate change,fr,2017-11
1,NL,2017-11-8,climate change,fr,2017-11
1,GB,2017-11-8,climate change,tr,2017-11
1,CH,2017-11-8,biodiversity,fr,2017-11
1,US,2017-11-8,ecology,fr,2017-11
3,MY,2017-11-8,climate change,in,2017-11
1,RU,2017-11-8,biosphere,ru,2017-11
2,ID,2017-11-8,protected area,in,2017-11
6,US,2017-11-8,climate change,in,2017-11
1,US,2017-11-8,protected area,in,2017-11
2,RU,2017-11-8,biodiversity,ru,2017-11
85,RU,2017-11-8,ecology,ru,2017-11
1,US,2017-11-8,sustainability,in,2017-11
1,ID,2017-11-8,habitat destruction,in,2017-11
2,IT,2017-11-8,desertification,en,2017-11
145,IT,2017-11-8,sustainability,it,2017-11
52,RU,2017-11-8,sustainability,ru,2017-11
1,KZ,2017-11-8,sustainability,ru,2017-11
2,KZ,2017-11-8,ecology,ru,2017-11
2,US,2017-11-8,biodiversity,it,2017-11
7,RU,2017-11-8,climate change,ru,2017-11
4,DE,2017-11-8,sustainability,ru,2017-11
2,US,2017-11-8,sustainability,ru,2017-11
1,CH,2017-11-8,sustainability,it,2017-11
1,DE,2017-11-8,sustainability,it,2017-11
6,US,2017-11-8,sustainability,it,2017-11
1,KZ,2017-11-8,climate change,ru,2017-11
1,UA,2017-11-8,subspecies,ru,2017-11
8,RU,2017-11-8,subspecies,ru,2017-11
6,UA,2017-11-8,sustainability,ru,2017-11
1,GB,2017-11-8,ecology,ru,2017-11
1,KG,2017-11-8,climate change,ru,2017-11
1,BG,2017-11-8,biodiversity,it,2017-11
3,IE,2017-11-8,sustainability,it,2017-11
12,IT,2017-11-8,natural capital,it,2017-11
6,IT,2017-11-8,desertification,it,2017-11
1,WS,2017-11-8,sustainability,ru,2017-11
2,LV,2017-11-8,sustainability,ru,2017-11
1,AZ,2017-11-8,climate change,ru,2017-11
2,SI,2017-11-8,sustainability,it,2017-11
1,UA,2017-11-8,ecology,ru,2017-11
1,DE,2017-11-8,natural capital,it,2017-11
2,US,2017-11-8,extinction,it,2017-11
1,US,2017-11-8,climate change,ru,2017-11
1,FR,2017-11-8,sustainability,it,2017-11
1,SM,2017-11-8,sustainability,it,2017-11
1,BY,2017-11-8,sustainability,ru,2017-11
4,IT,2017-11-8,subspecies,it,2017-11
1,FR,2017-11-8,biodiversity,it,2017-11
2,US,2017-11-8,climate change,it,2017-11
1,TV,2017-11-8,extinction,it,2017-11
2,IT,2017-11-8,deforestation,it,2017-11
1,DE,2017-11-8,climate change,it,2017-11
1,CN,2017-11-8,climate change,ru,2017-11
1,IE,2017-11-8,climate change,it,2017-11
1,TV,2017-11-8,biodiversity,it,2017-11
1,TV,2017-11-8,sustainability,it,2017-11
1,UA,2017-11-8,climate change,ru,2017-11
1,US,2017-11-8,keystone species,it,2017-11
1,CH,2017-11-8,extinction,it,2017-11
2,IN,2017-11-8,sustainability,hi,2017-11
28,DE,2017-11-8,species diversity,de,2017-11
2,AT,2017-11-8,biodiversity,de,2017-11
3,AT,2017-11-8,ecology,de,2017-11
5,CH,2017-11-8,species diversity,de,2017-11
2,SG,2017-11-8,sustainability,hi,2017-11
4,CH,2017-11-8,biodiversity,de,2017-11
3,DE,2017-11-8,genetic diversity,de,2017-11
1,AU,2017-11-8,climate change,hi,2017-11
1,CO,2017-11-8,extinction,de,2017-11
2,US,2017-11-8,sustainability,hi,2017-11
2,LI,2017-11-8,species diversity,de,2017-11
22,DE,2017-11-8,biodiversity,de,2017-11
1,NL,2017-11-8,sustainability,hi,2017-11
1,CZ,2017-11-8,ecology,de,2017-11
1,CZ,2017-11-8,sustainability,de,2017-11
5,DE,2017-11-8,deforestation,de,2017-11
2,AT,2017-11-8,extinction,de,2017-11
1,CH,2017-11-8,ecology,de,2017-11
36,DE,2017-11-8,biosphere,de,2017-11
1,GB,2017-11-8,biodiversity,de,2017-11
1,IT,2017-11-8,protected area,it,2017-11
1,SG,2017-11-8,climate change,hi,2017-11
1,IN,2017-11-8,climate change,hi,2017-11
1,US,2017-11-8,ecology,de,2017-11
1,GB,2017-11-8,sustainability,hi,2017-11
1,CN,2017-11-8,sustainability,hi,2017-11
4,CN,2017-11-8,biodiversity,zh,2017-11
4,CN,2017-11-8,desertification,zh,2017-11
8,CN,2017-11-8,climate change,zh,2017-11
17,CH,2017-11-8,sustainability,de,2017-11
5,CN,2017-11-8,endangered species,zh,2017-11
4,CN,2017-11-8,endemic species,zh,2017-11
4,CN,2017-11-8,extinction,zh,2017-11
2,IT,2017-11-8,sustainability,de,2017-11
4,CO,2017-11-8,sustainability,de,2017-11
1,LI,2017-11-8,sustainability,de,2017-11
2,NZ,2017-11-8,sustainability,de,2017-11
2,GB,2017-11-8,sustainability,de,2017-11
1,NL,2017-11-8,sustainability,de,2017-11
1,AT,2017-11-8,subspecies,de,2017-11
1,DE,2017-11-8,subspecies,de,2017-11
1,SE,2017-11-8,sustainability,de,2017-11
2,EE,2017-11-8,sustainability,nl,2017-11
12,PL,2017-11-8,ecology,pl,2017-11
2,BE,2017-11-8,biodiversity,nl,2017-11
1,US,2017-11-8,sustainability,nl,2017-11
2,NU,2017-11-8,sustainability,nl,2017-11
6,FI,2017-11-8,ecology,in,2017-11
3,FI,2017-11-8,ecology,pl,2017-11
1,SR,2017-11-8,sustainability,nl,2017-11
1,SR,2017-11-8,climate change,nl,2017-11
1,NL,2017-11-8,deforestation,nl,2017-11
1,NA,2017-11-8,climate change,nl,2017-11
1,PL,2017-11-8,biodiversity,pl,2017-11
1,PL,2017-11-8,extinction,pl,2017-11
1,US,2017-11-8,climate change,nl,2017-11
3,PL,2017-11-8,sustainability,pl,2017-11
1,PL,2017-11-8,invasive species,pl,2017-11
1,PL,2017-11-8,climate change,pl,2017-11
1,FR,2017-11-8,deforestation,ur,2017-11
2,US,2017-11-8,deforestation,ur,2017-11
1,PK,2017-11-8,deforestation,ur,2017-11
1,GB,2017-11-8,biodiversity,fa,2017-11
1,GB,2017-11-8,deforestation,ur,2017-11
19,IR,2017-11-8,sustainability,ur,2017-11
42,GR,2017-11-8,climate change,el,2017-11
3,US,2017-11-8,sustainability,ur,2017-11
35,GR,2017-11-8,sustainability,el,2017-11
9,PK,2017-11-8,sustainability,ur,2017-11
1,FR,2017-11-8,ecology,ur,2017-11
1,GR,2017-11-8,biodiversity,el,2017-11
2,CY,2017-11-8,climate change,el,2017-11
1,GR,2017-11-8,ecology,el,2017-11
3,US,2017-11-8,climate change,el,2017-11
1,GR,2017-11-8,deforestation,el,2017-11
1,US,2017-11-8,sustainability,el,2017-11
1,NL,2017-11-8,climate change,el,2017-11
5,FR,2017-11-8,sustainability,ur,2017-11
3,GB,2017-11-8,sustainability,ur,2017-11
1,NL,2017-11-8,sustainability,el,2017-11
1,CY,2017-11-8,extinction,el,2017-11
1,FR,2017-11-8,climate change,ur,2017-11
1,US,2017-11-8,ecology,ur,2017-11
1,GB,2017-11-8,climate change,el,2017-11
1,DE,2017-11-8,sustainability,el,2017-11
2,PK,2017-11-8,ecology,ur,2017-11
1,NL,2017-11-8,extinction,el,2017-11
5,IN,2017-11-8,extinction,ta,2017-11
1,GB,2017-11-8,extinction,ta,2017-11
3,SE,2017-11-8,biodiversity,sv,2017-11
11,SE,2017-11-8,sustainability,sv,2017-11
1,US,2017-11-8,extinction,ta,2017-11
1,SE,2017-11-8,climate change,sv,2017-11
1,AX,2017-11-8,sustainability,sv,2017-11
2,SE,2017-11-8,ecology,in,2017-11
1,CA,2017-11-8,extinction,ta,2017-11
1,SE,2017-11-8,biodiversity,fi,2017-11
1,DK,2017-11-8,biodiversity,da,2017-11
5,DK,2017-11-8,ecology,da,2017-11
3,FI,2017-11-8,climate change,fi,2017-11
5,FI,2017-11-8,sustainability,fi,2017-11
1,DK,2017-11-8,deforestation,da,2017-11
1,DK,2017-11-8,biosphere,da,2017-11
3,CZ,2017-11-8,extinction,cs,2017-11
14,CZ,2017-11-8,ecology,in,2017-11
7,CZ,2017-11-8,ecology,cs,2017-11
4,RO,2017-11-8,sustainability,ro,2017-11
2,CZ,2017-11-8,endangered species,cs,2017-11
1,SK,2017-11-8,extinction,cs,2017-11
2,DE,2017-11-8,ecology,in,2017-11
3,CZ,2017-11-8,protected area,cs,2017-11
1,ES,2017-11-8,climate change,eu,2017-11
3,CZ,2017-11-8,sustainability,cs,2017-11
781,US,2017-11-9,sustainability,en,2017-11
6,DE,2017-11-9,extinction,en,2017-11
1375,US,2017-11-9,climate change,en,2017-11
4,MX,2017-11-9,biodiversity,es,2017-11
40,MX,2017-11-9,biosphere,es,2017-11
2,AE,2017-11-9,climate change,en,2017-11
27,IE,2017-11-9,climate change,en,2017-11
1,IE,2017-11-9,habitat destruction,en,2017-11
157,US,2017-11-9,ecology,en,2017-11
75,US,2017-11-9,endangered species,en,2017-11
18,EU,2017-11-9,climate change,en,2017-11
156,GB,2017-11-9,climate change,en,2017-11
2,PG,2017-11-9,sustainability,en,2017-11
266,US,2017-11-9,extinction,en,2017-11
125,GB,2017-11-9,sustainability,en,2017-11
120,US,2017-11-9,climate change,es,2017-11
21,AU,2017-11-9,sustainability,en,2017-11
1,NZ,2017-11-9,habitat destruction,en,2017-11
4,CN,2017-11-9,climate change,en,2017-11
52,CA,2017-11-9,sustainability,en,2017-11
82,US,2017-11-9,deforestation,en,2017-11
25,SG,2017-11-9,climate change,en,2017-11
2,KS,2017-11-9,sustainability,en,2017-11
1,KS,2017-11-9,sustainability,ko,2017-11
1,DE,2017-11-9,habitat destruction,en,2017-11
58,DE,2017-11-9,climate change,en,2017-11
54,ES,2017-11-9,biodiversity,es,2017-11
2,ID,2017-11-9,sustainability,en,2017-11
20,ID,2017-11-9,sustainability,in,2017-11
46,US,2017-11-9,invasive species,en,2017-11
30,NZ,2017-11-9,climate change,en,2017-11
4,AU,2017-11-9,ecology,en,2017-11
6,IN,2017-11-9,biodiversity,en,2017-11
1,IN,2017-11-9,habitat destruction,en,2017-11
74,CA,2017-11-9,climate change,en,2017-11
2,CA,2017-11-9,endangered species,en,2017-11
6,AU,2017-11-9,deforestation,en,2017-11
4,AU,2017-11-9,endangered species,en,2017-11
40,AU,2017-11-9,climate change,en,2017-11
45,IN,2017-11-9,climate change,en,2017-11
6,IN,2017-11-9,deforestation,en,2017-11
6,MY,2017-11-9,sustainability,en,2017-11
188,US,2017-11-9,biodiversity,en,2017-11
21,US,2017-11-9,ecosystem service,en,2017-11
6,NL,2017-11-9,ecology,nl,2017-11
3,GB,2017-11-9,wildlife trade,en,2017-11
3,NZ,2017-11-9,ocean acidification,en,2017-11
1,TH,2017-11-9,climate change,en,2017-11
21,US,2017-11-9,ocean acidification,en,2017-11
4,US,2017-11-9,habitat destruction,en,2017-11
7,TH,2017-11-9,sustainability,en,2017-11
15,SG,2017-11-9,sustainability,en,2017-11
1,KS,2017-11-9,biodiversity,ko,2017-11
27,US,2017-11-9,biodiversity,es,2017-11
58,US,2017-11-9,extinction,es,2017-11
12,NZ,2017-11-9,extinction,en,2017-11
10,NZ,2017-11-9,sustainability,en,2017-11
2,MA,2017-11-9,extinction,en,2017-11
4,PH,2017-11-9,climate change,en,2017-11
5,ZW,2017-11-9,climate change,en,2017-11
1,ZW,2017-11-9,ocean acidification,en,2017-11
36,US,2017-11-9,protected area,en,2017-11
46,FR,2017-11-9,extinction,en,2017-11
3,GB,2017-11-9,endangered species,en,2017-11
24,GB,2017-11-9,extinction,en,2017-11
1,GB,2017-11-9,subspecies,en,2017-11
5,ES,2017-11-9,deforestation,es,2017-11
158,ES,2017-11-9,climate change,es,2017-11
39,FR,2017-11-9,climate change,en,2017-11
20,SG,2017-11-9,biodiversity,en,2017-11
2,FM,2017-11-9,climate change,en,2017-11
2,FM,2017-11-9,ecology,es,2017-11
1,FM,2017-11-9,climate change,es,2017-11
6,NG,2017-11-9,climate change,en,2017-11
5,CO,2017-11-9,biodiversity,es,2017-11
4,FJ,2017-11-9,climate change,en,2017-11
9,AR,2017-11-9,climate change,es,2017-11
8,MY,2017-11-9,climate change,en,2017-11
3,CL,2017-11-9,biodiversity,es,2017-11
4,BR,2017-11-9,sustainability,en,2017-11
102,BR,2017-11-9,sustainability,pt,2017-11
14,ZA,2017-11-9,biodiversity,en,2017-11
20,ZA,2017-11-9,climate change,en,2017-11
4,US,2017-11-9,endemic species,en,2017-11
4,MY,2017-11-9,biodiversity,en,2017-11
8,IN,2017-11-9,extinction,en,2017-11
18,AU,2017-11-9,biodiversity,en,2017-11
84,DE,2017-11-9,sustainability,en,2017-11
19,IN,2017-11-9,sustainability,en,2017-11
16,US,2017-11-9,natural capital,en,2017-11
16,US,2017-11-9,deforestation,es,2017-11
12,NZ,2017-11-9,biodiversity,en,2017-11
2,SG,2017-11-9,ecology,en,2017-11
39,ZA,2017-11-9,sustainability,en,2017-11
4,PK,2017-11-9,climate change,en,2017-11
12,FR,2017-11-9,desertification,fr,2017-11
1,CO,2017-11-9,sustainability,en,2017-11
1,MX,2017-11-9,sustainability,en,2017-11
2,DE,2017-11-9,deforestation,en,2017-11
10,IT,2017-11-9,climate change,en,2017-11
5,DE,2017-11-9,ecology,en,2017-11
6,AR,2017-11-9,biodiversity,es,2017-11
28,IE,2017-11-9,sustainability,en,2017-11
3,HK,2017-11-9,sustainability,en,2017-11
6,HK,2017-11-9,climate change,en,2017-11
10,GB,2017-11-9,ecology,en,2017-11
8,FR,2017-11-9,deforestation,fr,2017-11
36,FR,2017-11-9,ecology,fr,2017-11
39,FR,2017-11-9,sustainability,fr,2017-11
25,FR,2017-11-9,biodiversity,fr,2017-11
58,FR,2017-11-9,climate change,fr,2017-11
2,GB,2017-11-9,invasive species,en,2017-11
2,JP,2017-11-9,ecology,en,2017-11
4,JP,2017-11-9,sustainability,en,2017-11
32,GB,2017-11-9,biodiversity,en,2017-11
2,US,2017-11-9,climate change,zh_t,2017-11
3,RU,2017-11-9,ecology,en,2017-11
4,US,2017-11-9,sustainability,nl,2017-11
1,AW,2017-11-9,sustainability,en,2017-11
1,AW,2017-11-9,sustainability,es,2017-11
5,BG,2017-11-9,climate change,en,2017-11
2,BG,2017-11-9,biodiversity,en,2017-11
6,EU,2017-11-9,sustainability,en,2017-11
8,DK,2017-11-9,sustainability,en,2017-11
2,IE,2017-11-9,biodiversity,es,2017-11
5,IE,2017-11-9,climate change,es,2017-11
4,SG,2017-11-9,extinction,en,2017-11
1,DO,2017-11-9,biodiversity,es,2017-11
1,DO,2017-11-9,endemic species,es,2017-11
22,US,2017-11-9,ecology,nl,2017-11
5,AT,2017-11-9,sustainability,en,2017-11
3,AT,2017-11-9,climate change,en,2017-11
1,PS,2017-11-9,sustainability,en,2017-11
1,BG,2017-11-9,sustainability,en,2017-11
2,KE,2017-11-9,sustainability,en,2017-11
1,NG,2017-11-9,ecology,en,2017-11
2,TH,2017-11-9,biodiversity,th,2017-11
2,TH,2017-11-9,sustainability,th,2017-11
1,UG,2017-11-9,climate change,en,2017-11
4,JP,2017-11-9,sustainability,ja,2017-11
6,IE,2017-11-9,biodiversity,en,2017-11
6,PH,2017-11-9,biodiversity,en,2017-11
2,CU,2017-11-9,biodiversity,es,2017-11
7,CU,2017-11-9,climate change,es,2017-11
1,MX,2017-11-9,deforestation,es,2017-11
21,MX,2017-11-9,extinction,es,2017-11
4,ID,2017-11-9,biodiversity,en,2017-11
1,ID,2017-11-9,climate change,en,2017-11
1,UA,2017-11-9,endangered species,en,2017-11
2,RU,2017-11-9,biosphere,en,2017-11
5,RU,2017-11-9,climate change,en,2017-11
2,HK,2017-11-9,extinction,en,2017-11
1,JP,2017-11-9,climate change,en,2017-11
7,ES,2017-11-9,sustainability,en,2017-11
6,ES,2017-11-9,climate change,en,2017-11
60,ES,2017-11-9,biosphere,es,2017-11
2,FR,2017-11-9,endangered species,en,2017-11
2,PL,2017-11-9,biodiversity,en,2017-11
6,NL,2017-11-9,biodiversity,nl,2017-11
11,NL,2017-11-9,climate change,nl,2017-11
2,RU,2017-11-9,biodiversity,en,2017-11
3,KR,2017-11-9,sustainability,en,2017-11
1,TT,2017-11-9,sustainability,en,2017-11
2,DE,2017-11-9,desertification,en,2017-11
9,CA,2017-11-9,ecology,en,2017-11
26,CA,2017-11-9,extinction,en,2017-11
4,NL,2017-11-9,biodiversity,en,2017-11
1,DE,2017-11-9,protected area,en,2017-11
2,NA,2017-11-9,extinction,en,2017-11
1,NA,2017-11-9,protected area,en,2017-11
2,NG,2017-11-9,deforestation,en,2017-11
12,NL,2017-11-9,climate change,en,2017-11
1,CA,2017-11-9,extinction,pt,2017-11
4,JP,2017-11-9,extinction,en,2017-11
3,DE,2017-11-9,endangered species,en,2017-11
16,FR,2017-11-9,biodiversity,en,2017-11
28,US,2017-11-9,biosphere,en,2017-11
2,GB,2017-11-9,habitat destruction,en,2017-11
2,CO,2017-11-9,deforestation,es,2017-11
44,CO,2017-11-9,climate change,es,2017-11
68,US,2017-11-9,desertification,en,2017-11
2,AE,2017-11-9,desertification,en,2017-11
4,NG,2017-11-9,biodiversity,en,2017-11
1,CH,2017-11-9,desertification,fr,2017-11
5,IT,2017-11-9,ecology,en,2017-11
7,IT,2017-11-9,sustainability,en,2017-11
18,CA,2017-11-9,biodiversity,en,2017-11
1,PG,2017-11-9,climate change,en,2017-11
2,US,2017-11-9,desertification,fr,2017-11
2,PK,2017-11-9,sustainability,en,2017-11
2,NL,2017-11-9,protected area,en,2017-11
28,IT,2017-11-9,climate change,it,2017-11
1,NO,2017-11-9,ecology,en,2017-11
6,CA,2017-11-9,sustainability,es,2017-11
28,KS,2017-11-9,climate change,en,2017-11
1,BR,2017-11-9,ecology,en,2017-11
22,BR,2017-11-9,ecology,pt,2017-11
5,MA,2017-11-9,desertification,fr,2017-11
1,CN,2017-11-9,ecology,en,2017-11
7,NL,2017-11-9,ecology,en,2017-11
4,NL,2017-11-9,extinction,es,2017-11
5,US,2017-11-9,genetic diversity,en,2017-11
14,NL,2017-11-9,sustainability,en,2017-11
13,VN,2017-11-9,climate change,en,2017-11
2,IE,2017-11-9,deforestation,en,2017-11
5,LU,2017-11-9,climate change,en,2017-11
2,PK,2017-11-9,deforestation,en,2017-11
12,FR,2017-11-9,deforestation,en,2017-11
24,FR,2017-11-9,sustainability,en,2017-11
2,JP,2017-11-9,ecology,in,2017-11
1,NL,2017-11-9,natural capital,en,2017-11
55,US,2017-11-9,biosphere,es,2017-11
1,ZA,2017-11-9,habitat destruction,en,2017-11
3,NG,2017-11-9,sustainability,en,2017-11
1,KR,2017-11-9,climate change,en,2017-11
1,IE,2017-11-9,ecology,en,2017-11
2,US,2017-11-9,wildlife trade,en,2017-11
3,FR,2017-11-9,ecology,en,2017-11
1,QA,2017-11-9,sustainability,en,2017-11
122,ES,2017-11-9,extinction,es,2017-11
1,US,2017-11-9,endemic species,es,2017-11
65,US,2017-11-9,sustainability,es,2017-11
